13		2009		6		0		7		7
15		2008		6		0		9		9
17		2011		6		1		10		11
20		2015		9		1		10		11
20		2010		6		1		13		14
22		2022		12		1		9		10
24		2029		15		1		8		9
26		2036		18		0		8		8
26		2002		4		1		21		22
28		2014		6		0		22		22
31		2043		21		0		10		10
32		2050		24		0		8		8
35		2057		27		0		8		8
39		2064		30		0		9		9
41		2071		33		0		8		8
44		2078		36		0		8		8
47		2085		39		0		8		8
51		2092		42		0		9		9
54		2099		45		0		9		9
56		2106		48		0		8		8
59		2113		51		0		8		8
59		2021		9		0		50		50
62		2120		54		0		8		8
65		2013		6		0		59		59
66		2127		57		0		9		9
66		2005		4		1		61		62
68		2134		60		0		8		8
68		2035		15		0		53		53
70		2141		63		0		7		7
74		2148		66		0		8		8
77		2155		69		0		8		8
78		2026		12		0		66		66
80		2162		72		0		8		8
84		2169		75		0		9		9
86		2176		78		0		8		8
89		2183		81		0		8		8
92		2190		84		0		8		8
93		2032		15		3		75		78
95		2197		87		0		8		8
98		2204		90		0		8		8
102		2211		93		0		9		9
103		2003		4		0		99		99
106		2218		96		0		10		10
107		2225		99		0		8		8
110		2232		102		0		8		8
112		2017		9		2		101		103
113		2239		105		0		8		8
116		2246		108		0		8		8
120		2253		111		0		9		9
122		2260		114		0		8		8
123		2004		4		2		117		119
125		2267		117		0		8		8
128		2274		120		0		8		8
131		2281		123		0		8		8
135		2288		126		0		9		9
138		2295		129		0		9		9
141		2302		132		0		9		9
142		2007		4		1		137		138
143		2309		135		0		8		8
146		2316		138		0		8		8
149		2323		141		0		8		8
152		2330		144		0		8		8
155		2337		147		0		8		8
158		2344		150		0		8		8
161		2351		153		0		8		8
164		2358		156		0		8		8
167		2365		159		0		8		8
172		2372		162		0		10		10
174		2379		165		0		9		9
174		2006		4		0		170		170
177		2386		168		0		9		9
179		2393		171		0		8		8
182		2400		174		0		8		8
185		2407		177		0		8		8
188		2001		4		0		184		184
189		2414		180		0		9		9
191		2421		183		0		8		8
195		2428		186		0		9		9
196		2028		12		12		172		184
197		2435		189		0		8		8
197		2040		18		6		173		179
201		2442		192		0		9		9
204		2449		195		0		9		9
206		2456		198		0		8		8
209		2463		201		0		8		8
212		2470		204		0		8		8
213		2038		18		2		193		195
215		2477		207		0		8		8
219		2484		210		0		9		9
222		2491		213		0		9		9
224		2059		27		6		191		197
225		2498		216		0		9		9
228		2505		219		0		9		9
228		2160		69		1		158		159
231		2512		222		0		9		9
234		2519		225		0		9		9
236		2526		228		0		8		8
237		2019		9		0		228		228
239		2533		231		0		8		8
242		2540		234		0		8		8
246		2547		237		0		9		9
249		2554		240		0		9		9
251		2561		243		0		8		8
254		2568		246		0		8		8
257		2575		249		0		8		8
260		2582		252		0		8		8
264		2589		255		0		9		9
266		2596		258		0		8		8
267		2046		21		5		241		246
269		2603		261		0		8		8
272		2610		264		0		8		8
275		2617		267		0		8		8
279		2624		270		0		9		9
279		2018		9		37		233		270
281		2631		273		0		8		8
286		2638		276		0		10		10
287		2073		33		34		220		254
288		2645		279		0		9		9
291		2652		282		0		9		9
294		2659		285		0		9		9
296		2666		288		0		8		8
299		2673		291		0		8		8
302		2680		294		0		8		8
302		2020		9		5		288		293
305		2687		297		0		8		8
306		2047		21		2		283		285
308		2694		300		0		8		8
311		2027		12		0		299		299
313		2701		303		0		10		10
315		2708		306		0		9		9
317		2715		309		0		8		8
320		2722		312		0		8		8
321		2048		21		6		294		300
322		2729		315		0		7		7
327		2736		318		0		9		9
330		2743		321		0		9		9
332		2750		324		0		8		8
335		2757		327		0		8		8
339		2764		330		0		9		9
342		2771		333		0		9		9
344		2778		336		0		8		8
347		2785		339		0		8		8
350		2792		342		0		8		8
354		2799		345		0		9		9
357		2806		348		0		9		9
357		2049		21		0		336		336
359		2813		351		0		8		8
362		2820		354		0		8		8
363		2089		39		19		305		324
363		2054		24		8		331		339
365		2827		357		0		8		8
365		2060		27		0		338		338
369		2834		360		0		9		9
372		2841		363		0		9		9
375		2848		366		0		9		9
376		2855		369		0		7		7
379		2138		60		8		311		319
381		2862		372		0		9		9
384		2869		375		0		9		9
386		2876		378		0		8		8
389		2883		381		0		8		8
391		2890		384		0		7		7
395		2897		387		0		8		8
398		2904		390		0		8		8
402		2911		393		0		9		9
404		2031		15		4		385		389
405		2918		396		0		9		9
406		2041		18		7		381		388
407		2925		399		0		8		8
411		2932		402		0		9		9
414		2939		405		0		9		9
416		2946		408		0		8		8
419		2953		411		0		8		8
421		2033		15		0		406		406
422		2960		414		0		8		8
423		2023		12		1		410		411
424		2067		30		0		394		394
426		2967		417		0		9		9
429		2974		420		0		9		9
432		2981		423		0		9		9
434		2988		426		0		8		8
448		2061		27		37		384		421
460		2119		51		3		406		409
488		2122		54		7		427		434
516		2037		18		0		498		498
522		2126		54		7		461		468
528		2039		18		16		494		510
