10		22		9		0		1		1
12		24		11		0		1		1
13		10		6		3		4		7
14		15		6		8		0		8
23		39		21		0		2		2
25		42		21		0		4		4
26		27		11		4		11		15
35		67		33		0		2		2
35		54		29		0		6		6
43		25		11		3		29		32
43		16		9		2		32		34
43		13		6		5		32		37
43		17		9		2		32		34
43		29		11		4		28		32
43		5		4		5		34		39
43		20		9		0		34		34
43		19		9		0		34		34
43		28		11		0		32		32
43		14		6		3		34		37
43		11		6		8		29		37
43		3		4		10		29		39
43		35		18		0		25		25
43		43		21		0		22		22
43		50		26		0		17		17
43		63		31		0		12		12
43		80		43		0		0		0
45		2027		19		0		26		26
45		83		43		0		2		2
50		26		11		3		36		39
51		98		51		0		0		0
54		93		51		0		3		3
59		114		56		0		3		3
60		113		55		0		5		5
60		120		56		0		4		4
60		102		54		0		6		6
63		122		58		0		5		5
63		130		61		0		2		2
70		70		33		6		31		37
71		2021		17		0		54		54
74		3003		52		0		22		22
74		3029		67		7		0		7
74		2005		9		1		64		65
79		3036		69		10		0		10
81		157		80		0		1		1
82		3018		59		5		18		23
83		56		29		5		49		54
84		3014		56		4		24		28
86		151		79		0		7		7
87		165		85		0		2		2
89		37		21		3		65		68
89		7		4		6		79		85
89		33		18		3		68		71
89		32		18		3		68		71
89		65		33		6		50		56
89		6		4		6		79		85
89		21		9		3		77		80
89		61		31		0		58		58
89		55		29		0		60		60
89		60		31		1		57		58
89		76		40		0		49		49
89		51		29		1		59		60
89		71		33		0		56		56
89		57		29		0		60		60
89		79		43		0		46		46
89		90		46		0		43		43
89		87		46		0		43		43
89		84		43		0		46		46
89		74		40		0		49		49
89		89		46		0		43		43
89		73		40		0		49		49
89		97		51		0		38		38
89		125		58		0		31		31
89		124		58		0		31		31
89		134		61		0		28		28
89		118		56		0		33		33
89		135		68		0		21		21
89		136		68		0		21		21
89		142		74		0		15		15
89		143		74		0		15		15
89		170		89		0		0		0
90		49		26		5		59		64
92		68		33		6		53		59
94		189		94		0		0		0
94		3023		64		4		26		30
95		175		89		0		6		6
95		3069		79		16		0		16
95		180		90		0		5		5
96		184		94		0		2		2
97		3024		64		5		28		33
97		174		89		0		8		8
100		3080		83		17		0		17
101		3082		83		18		0		18
101		3083		83		18		0		18
101		3084		83		18		0		18
103		3043		73		11		19		30
103		205		99		0		4		4
103		204		98		0		5		5
103		211		99		0		4		4
104		217		101		0		3		3
104		2025		19		5		80		85
105		4		4		5		96		101
105		161		80		0		25		25
105		154		79		0		26		26
105		183		90		0		15		15
105		169		85		0		20		20
105		181		90		0		15		15
105		188		94		0		11		11
105		224		105		0		0		0
105		3007		52		1		52		53
105		214		101		0		4		4
105		193		97		0		8		8
106		3050		75		12		19		31
108		219		105		0		3		3
112		3063		78		15		19		34
121		2029		24		5		92		97
122		3110		100		22		0		22
122		3111		100		22		0		22
123		233		121		0		2		2
124		3021		59		6		59		65
128		3006		52		1		75		76
128		3030		67		7		54		61
128		236		121		0		7		7
130		3113		107		23		0		23
130		3114		107		23		0		23
130		3115		107		23		0		23
139		268		136		0		3		3
140		271		136		0		4		4
145		3068		79		16		50		66
146		3037		69		10		67		77
148		295		147		0		1		1
148		285		146		0		2		2
150		3127		119		31		0		31
158		3147		122		36		0		36
160		58		31		5		124		129
162		47		26		4		132		136
162		34		18		3		141		144
162		88		46		9		107		116
162		38		21		4		137		141
162		85		43		7		112		119
162		2		4		5		153		158
162		177		90		0		72		72
162		209		99		0		63		63
162		226		110		0		52		52
162		237		121		0		41		41
162		238		121		0		41		41
162		246		125		0		37		37
162		255		131		0		31		31
162		253		129		0		33		33
162		252		129		0		33		33
162		243		125		0		37		37
162		247		129		5		28		33
162		272		136		0		26		26
162		274		136		0		26		26
162		235		121		0		41		41
162		266		132		0		30		30
162		234		121		2		39		41
162		286		146		0		16		16
162		279		144		0		18		18
162		283		146		0		16		16
162		276		144		0		18		18
162		275		144		0		18		18
162		331		162		0		0		0
164		336		162		0		2		2
165		313		157		0		8		8
165		323		159		0		6		6
165		329		161		0		4		4
166		335		162		0		4		4
166		310		157		0		9		9
166		317		159		0		7		7
166		326		161		0		5		5
167		3168		126		41		0		41
168		3001		52		0		116		116
169		100		54		14		101		115
169		3051		75		12		82		94
170		3086		88		19		63		82
170		3087		88		19		63		82
173		36		18		3		152		155
173		296		153		0		20		20
173		309		155		0		18		18
173		342		173		0		0		0
173		3175		134		39		0		39
175		3034		67		8		100		108
176		3015		59		4		113		117
177		338		173		0		4		4
179		3022		64		4		111		115
179		3120		113		27		39		66
180		351		177		0		3		3
181		348		177		0		4		4
185		3065		79		15		91		106
189		321		159		0		30		30
189		337		162		0		27		27
189		378		189		0		0		0
189		349		177		0		12		12
190		3190		148		42		0		42
190		3191		148		42		0		42
191		3192		148		43		0		43
193		3071		82		16		95		111
194		385		194		0		0		0
197		392		197		0		0		0
197		3129		119		32		46		78
198		3133		119		33		46		79
203		3206		157		46		0		46
203		359		187		0		16		16
203		376		189		0		14		14
203		379		189		1		13		14
203		388		197		0		6		6
204		370		188		0		16		16
204		380		194		5		5		10
204		362		187		0		17		17
207		377		189		0		18		18
207		371		188		0		19		19
207		394		207		0		0		0
209		399		207		0		2		2
209		398		207		0		2		2
210		3222		160		50		0		50
210		3223		160		50		0		50
212		3228		162		50		0		50
214		3156		125		38		51		89
216		3013		56		4		156		160
216		406		212		0		4		4
216		403		212		0		4		4
217		3164		126		40		51		91
218		368		188		5		25		30
218		353		183		0		35		35
218		345		177		3		38		41
218		352		183		0		35		35
218		372		188		0		30		30
218		420		218		0		0		0
219		417		218		1		0		1
219		2050		35		0		184		184
221		442		221		0		0		0
228		137		68		25		135		160
231		3059		78		14		139		153
233		3176		141		38		54		92
235		3239		182		53		0		53
235		439		221		0		14		14
236		457		225		0		11		11
237		474		232		0		5		5
237		437		221		0		16		16
237		410		215		0		22		22
238		461		225		0		13		13
242		3189		142		42		58		100
242		479		240		0		2		2
243		483		240		0		3		3
246		3255		187		59		0		59
247		482		240		0		7		7
249		3262		188		61		0		61
251		493		250		0		1		1
252		2113		67		1		184		185
252		3041		69		11		172		183
254		3025		64		5		185		190
255		3028		64		6		185		191
256		69		33		6		217		223
256		18		9		3		244		247
256		86		46		8		202		210
256		12		6		5		245		250
256		400		207		0		49		49
256		454		223		0		33		33
256		469		229		0		27		27
256		477		232		0		24		24
256		475		232		0		24		24
256		471		232		0		24		24
256		452		223		0		33		33
256		459		225		0		31		31
256		467		229		0		27		27
256		484		240		0		16		16
256		487		241		0		15		15
256		480		240		4		12		16
256		508		256		0		0		0
